ORF	SMF	SDV
YMR007W	1.028817	0.012465
YMR008C	1.035972	0.006117
YMR009W	0.990508	0.008711
YMR010W	1.026230	0.008347
YMR011W	1.037411	0.009095
YMR012W	1.028339	0.006395
YMR013W-A	0.964805	0.007155
YMR014W	NaN	NaN
YMR015C	0.966374	0.009127
YMR016C	0.864854	0.012135
YMR017W	1.028719	0.014425
YMR018W	1.006266	0.009918
YMR019W	1.051268	0.015069
YMR020W	1.002256	0.006712
YMR021C	NaN	NaN
YMR022W	1.036519	0.007885
YMR023C	0.917963	0.020705
YMR024W	0.418867	0.030024
YMR025W	1.016942	0.010250
YMR026C	0.877027	0.010498
YMR027W	0.986719	0.006995
YMR029C	0.991652	0.007610
YMR030W	0.993714	0.009159
YMR030W-A	0.962324	0.011375
YMR031C	1.039377	0.007452
YMR031W-A	0.911668	0.035850
YMR034C	0.990182	0.008598
YMR035W	0.877920	0.011391
YMR036C	1.037363	0.008743
YMR037C	0.998619	0.005849
YMR038C	0.296311	0.017633
YMR039C	0.943506	0.012807
YMR040W	1.032177	0.007712
YMR041C	1.064922	0.006190
YMR042W	1.065007	0.005645
YMR044W	1.004558	0.012242
YMR048W	1.051451	0.015877
YMR052C-A	0.912091	0.021283
YMR052W	0.963152	0.010910
YMR053C	1.013933	0.009059
YMR054W	1.011615	0.005729
YMR055C	1.066962	0.016706
YMR056C	1.066979	0.010779
YMR057C	1.023884	0.010628
YMR058W	1.044338	0.007061
YMR060C	0.930216	0.011178
YMR062C	0.243105	0.018838
YMR063W	0.795853	0.020496
YMR064W	0.706807	0.041287
YMR065W	0.985888	0.007820
YMR066W	0.491639	0.051885
YMR067C	1.000590	0.011916
YMR068W	1.017714	0.008844
YMR069W	1.004261	0.014331
YMR070W	0.998179	0.011441
YMR071C	0.854057	0.019162
YMR072W	0.820021	0.013855
YMR073C	1.028024	0.011146
YMR074C	1.018392	0.014538
YMR075C-A	0.975375	0.011459
YMR075W	0.902646	0.008797
YMR077C	0.281775	0.020035
YMR078C	0.801022	0.013892
YMR080C	1.011885	0.008928
YMR081C	1.024393	0.009934
YMR083W	0.446122	0.028639
YMR084W	1.015043	0.011306
YMR085W	1.049794	0.007779
YMR086C-A	1.152190	0.015105
YMR086W	1.026432	0.009715
YMR087W	0.993834	0.008751
YMR088C	1.025626	0.007946
YMR089C	0.513949	0.037972
YMR090W	1.064837	0.009598
YMR092C	0.999796	0.006209
YMR095C	1.016844	0.007485
YMR096W	1.005892	0.007380
YMR097C	0.491868	0.081213
YMR098C	NaN	NaN
YMR099C	0.994963	0.008294
YMR100W	0.938695	0.024742
YMR101C	1.011312	0.006672
YMR102C	1.066993	0.011330
YMR103C	1.062945	0.012784
YMR104C	0.994209	0.004673
YMR105C	1.038322	0.008630
YMR105W-A	1.037578	0.014223
YMR106C	1.027919	0.011076
YMR107W	1.016455	0.006980
YMR108W	NaN	NaN
YMR109W	1.026065	0.007101
YMR110C	1.062603	0.006006
YMR111C	1.074332	0.008183
YMR114C	1.055280	0.009847
YMR115W	0.928513	0.010351
YMR116C	0.652895	0.014677
YMR118C	0.987140	0.010099
YMR119W	1.025343	0.006729
YMR119W-A	1.012036	0.011641
YMR120C	1.002810	0.004630
YMR121C	1.061841	0.007692
YMR122C	1.046576	0.008424
YMR122W-A	1.038306	0.006768
YMR123W	0.786213	0.011318
YMR124W	0.984372	0.014469
YMR125W	1.000610	0.009559
YMR126C	0.992487	0.008798
YMR127C	1.011962	0.010310
YMR129W	1.001272	0.012015
YMR130W	1.015562	0.006163
YMR132C	1.056379	0.006755
YMR133W	1.027331	0.005463
YMR135C	1.003739	0.006669
YMR135W-A	NaN	NaN
YMR136W	1.050364	0.006904
YMR137C	1.010137	0.007814
YMR138W	0.979022	0.007821
YMR139W	0.924539	0.009245
YMR140W	1.099994	0.007547
YMR141C	1.052779	0.011718
YMR143W	0.563498	0.019792
YMR144W	1.016246	0.006369
YMR145C	1.038410	0.007509
YMR147W	0.947042	0.015382
YMR148W	0.963291	0.016939
YMR150C	0.742062	0.048877
YMR152W	1.028254	0.008978
YMR153C-A	0.992727	0.007184
YMR153W	1.028735	0.008304
YMR154C	0.770390	0.023478
YMR155W	1.052818	0.016804
YMR156C	1.028604	0.006274
YMR157C	0.992997	0.009435
YMR158C-A	1.037723	0.005541
YMR158W	0.578221	0.075764
YMR158W-A	0.980049	0.012339
YMR159C	0.984892	0.006598
YMR160W	1.018003	0.009507
YMR161W	1.045431	0.006429
YMR162C	1.037924	0.007418
YMR163C	0.930163	0.007339
YMR164C	1.040553	0.009049
YMR165C	NaN	NaN
YMR166C	0.896616	0.011639
YMR167W	0.952209	0.011771
YMR169C	1.042986	0.007333
YMR170C	1.085213	0.010837
YMR171C	1.075836	0.007235
YMR172C-A	0.986435	0.012294
YMR172W	1.010133	0.008915
YMR173W	0.977985	0.005554
YMR173W-A	1.046300	0.013600
YMR174C	1.037744	0.007496
YMR175W	1.059570	0.010296
YMR175W-A	1.023863	0.007296
YMR176W	1.002926	0.006229
YMR177W	1.072668	0.010366
YMR178W	1.027447	0.007944
YMR179W	0.579142	0.014530
YMR180C	1.015148	0.006821
YMR181C	1.028901	0.007459
YMR182C	0.961539	0.007610
YMR182W-A	1.053614	0.007140
YMR183C	0.858843	0.015868
YMR184W	1.041361	0.007775
YMR186W	1.009419	0.008752
YMR187C	1.026917	0.011534
YMR188C	0.506944	0.016098
YMR189W	1.026247	0.006638
YMR190C	0.907199	0.010187
YMR191W	1.016973	0.007736
YMR192W	1.020985	0.008623
YMR193C-A	0.957465	0.012346
YMR193W	0.483499	0.039117
YMR194C-A	0.990255	0.013925
YMR194C-B	1.057151	0.009028
YMR194W	0.927728	0.010699
YMR195W	1.059816	0.008610
YMR196W	1.016176	0.006339
YMR198W	0.802451	0.020701
YMR199W	1.014818	0.010580
YMR201C	0.944288	0.013184
YMR202W	0.387120	0.052409
YMR204C	0.883089	0.007270
YMR205C	0.814900	0.021866
YMR206W	1.013593	0.008997
YMR207C	0.871604	0.014704
YMR209C	1.009108	0.007516
YMR210W	1.024049	0.009272
YMR214W	1.042926	0.007548
YMR215W	1.053354	0.006862
YMR216C	0.866115	0.010529
YMR219W	1.078484	0.011784
YMR221C	1.042468	0.012030
YMR222C	1.031825	0.011553
YMR223W	0.890626	0.015728
YMR224C	0.675031	0.021314
YMR225C	1.074647	0.011515
YMR226C	1.046130	0.007125
YMR228W	0.288877	0.052505
YMR230W	0.845880	0.008760
YMR230W-A	1.092331	0.006456
YMR231W	0.080998	0.015744
YMR232W	1.046067	0.012732
YMR233W	1.004342	0.005434
YMR234W	1.013348	0.007811
YMR237W	1.039679	0.012644
YMR238W	1.001803	0.012500
YMR241W	0.974478	0.010454
YMR242C	0.413593	0.017384
YMR242W-A	0.461498	0.030517
YMR243C	0.879506	0.007680
YMR244C-A	1.024251	0.007071
YMR244W	1.012258	0.016870
YMR245W	0.994972	0.014339
YMR246W	1.025327	0.005732
YMR247C	0.992447	0.005567
YMR247W-A	0.989770	0.011649
YMR250W	1.028233	0.006450
YMR251W	1.078077	0.014076
YMR251W-A	0.998860	0.009930
YMR252C	1.013836	0.008298
YMR253C	1.038894	0.008314
YMR254C	1.018435	0.012796
YMR255W	1.057436	0.009451
YMR256C	0.710511	0.042767
YMR257C	0.628621	0.042296
YMR258C	1.044394	0.006114
YMR259C	0.995458	0.007621
YMR261C	1.015026	0.006653
YMR262W	1.006456	0.006516
YMR263W	0.958980	0.011406
YMR264W	1.028656	0.007596
YMR265C	1.014952	0.006320
YMR266W	1.049743	0.006846
YMR267W	NaN	NaN
YMR269W	0.543624	0.021973
YMR271C	1.036978	0.007053
YMR272C	0.859105	0.017870
YMR272W-B	1.051359	0.009750
YMR273C	1.033108	0.007395
YMR274C	1.035225	0.005877
YMR275C	0.912997	0.007700
YMR276W	1.042660	0.015165
YMR278W	1.065627	0.009001
YMR279C	1.071569	0.017403
YMR280C	1.005923	0.005509
YMR282C	0.725300	0.029947
YMR283C	1.008530	0.012525
YMR284W	1.060148	0.010058
YMR285C	1.020489	0.013469
YMR286W	0.645013	0.016723
YMR287C	0.416295	0.022234
YMR289W	1.021306	0.008191
YMR291W	1.029972	0.007106
YMR292W	1.017047	0.006392
YMR293C	0.587929	0.055887
YMR294W	0.900038	0.019496
YMR294W-A	1.050073	0.014513
YMR295C	1.050886	0.008315
YMR297W	1.074208	0.006087
YMR299C	0.965340	0.017090
YMR300C	1.037198	0.009329
YMR302C	1.044959	0.007963
YMR303C	1.023467	0.006674
YMR304C-A	1.006976	0.016018
YMR304W	0.909447	0.008128
YMR305C	1.048233	0.008826
YMR306C-A	1.043180	0.011029
YMR306W	1.008786	0.010538
YMR307W	0.820400	0.012826
YMR310C	0.960977	0.009769
YMR311C	0.944880	0.022849
YMR312W	0.810824	0.014645
YMR313C	1.032609	0.007804
YMR315W	1.069026	0.011674
YMR315W-A	1.020372	0.011953
YMR316C-A	1.050037	0.011760
YMR316C-B	1.045604	0.014340
YMR316W	1.004004	0.006144
YMR317W	1.026128	0.007202
YMR318C	1.026653	0.009372
YMR319C	1.049566	0.007469
YMR320W	1.042695	0.011734
YMR321C	1.059093	0.009170
YMR322C	1.006220	0.004640
YMR323W	1.044540	0.008524
YMR325W	1.072092	0.006180
YMR326C	0.988035	0.011279
YNL001W	0.900269	0.012834
YNL003C	0.671553	0.027001
YNL004W	1.021283	0.014240
YNL005C	0.647854	0.067264
YNL008C	1.006314	0.008303
YNL009W	1.049215	0.008301
YNL010W	0.959422	0.007882
YNL011C	1.053711	0.011649
YNL012W	1.010966	0.009824
YNL013C	0.993840	0.013117
YNL014W	0.999882	0.008029
YNL015W	1.006302	0.010989
YNL016W	0.854853	0.011085
YNL019C	1.049241	0.007952
YNL020C	1.066807	0.008242
YNL021W	0.770868	0.015714
YNL022C	1.024096	0.014996
YNL023C	1.010863	0.008920
YNL024C	0.999288	0.007269
YNL024C-A	0.990830	0.010049
YNL025C	0.580863	0.009549
YNL027W	1.025026	0.007321
YNL028W	1.017233	0.011949
YNL029C	1.018116	0.007852
YNL030W	1.006847	0.007898
YNL031C	1.020703	0.008599
YNL032W	0.940903	0.021103
YNL033W	1.007707	0.007110
YNL034W	1.014132	0.008447
YNL035C	1.000197	0.009749
YNL036W	0.907362	0.008663
YNL037C	0.800623	0.012757
YNL040W	1.028622	0.011735
YNL041C	0.961804	0.007116
YNL042W	1.064093	0.010387
YNL042W-B	0.983014	0.006679
YNL043C	0.996575	0.013239
YNL044W	1.046929	0.007042
YNL045W	1.064956	0.006100
YNL046W	1.043987	0.005897
YNL047C	0.982383	0.008197
YNL048W	1.035401	0.008767
YNL049C	1.020131	0.008825
YNL050C	0.996825	0.007250
YNL051W	0.992468	0.007674
YNL052W	0.904857	0.018657
YNL053W	0.994274	0.010324
YNL054W	0.813129	0.007883
YNL054W-B	NaN	NaN
YNL055C	0.646830	0.048900
YNL056W	0.988024	0.015212
YNL057W	1.011839	0.008573
YNL058C	0.998458	0.007255
YNL059C	NaN	NaN
YNL063W	1.025378	0.006753
YNL064C	0.729711	0.030752
YNL065W	0.997854	0.009007
YNL066W	0.990580	0.009836
YNL067W	0.869336	0.008604
YNL067W-B	0.932414	0.009697
YNL068C	1.000779	0.006628
YNL069C	NaN	NaN
YNL070W	1.001876	0.010883
YNL071W	0.901960	0.012734
YNL072W	1.025766	0.008187
YNL073W	0.505677	0.044309
YNL074C	1.031339	0.009936
YNL076W	0.679875	0.018896
YNL077W	0.926080	0.009530
YNL078W	1.040457	0.010159
YNL079C	0.857558	0.011870
YNL080C	0.566424	0.032593
YNL081C	0.558996	0.057610
YNL082W	0.921189	0.009539
YNL083W	0.995913	0.008014
YNL084C	0.765346	0.018353
YNL085W	0.980598	0.011369
YNL086W	1.062899	0.008779
YNL087W	1.023370	0.007027
YNL089C	0.996778	0.015929
YNL090W	1.040385	0.005597
YNL091W	0.861787	0.019296
YNL092W	1.043812	0.007603
YNL093W	1.004093	0.007230
YNL094W	0.979313	0.011247
YNL095C	1.039479	0.006711
YNL096C	0.842084	0.022381
YNL097C	0.983621	0.012080
YNL097C-B	NaN	NaN
YNL098C	0.993935	0.012895
YNL099C	1.027578	0.009405
YNL100W	0.949106	0.010576
YNL101W	1.039047	0.006633
YNL104C	1.015618	0.005674
YNL105W	0.969392	0.015923
YNL106C	NaN	NaN
YNL107W	0.975930	0.008788
YNL108C	0.974184	0.013260
YNL109W	0.890374	0.020930
YNL111C	1.022239	0.006758
YNL115C	1.025044	0.009929
YNL116W	1.064684	0.007999
YNL117W	NaN	NaN
YNL119W	0.837295	0.016076
YNL120C	0.866044	0.027862
YNL121C	0.979739	0.008975
YNL122C	0.968668	0.010382
YNL123W	1.012503	0.007114
YNL125C	1.030884	0.005900
YNL127W	0.934608	0.007412
YNL128W	1.020285	0.009615
YNL129W	1.046113	0.008827
YNL130C	1.022646	0.007519
YNL130C-A	1.073402	0.006679
YNL133C	0.255033	0.029326
YNL134C	0.999816	0.009698
YNL135C	0.861267	0.016085
YNL136W	0.898925	0.010673
YNL138W	0.308041	0.013575
YNL138W-A	0.639510	0.009925
YNL139C	NaN	NaN
YNL140C	0.983652	0.011278
YNL141W	0.638182	0.031575
YNL142W	1.035461	0.009308
YNL143C	1.014641	0.014141
YNL144C	1.088383	0.010219
YNL145W	1.021147	0.005335
YNL146C-A	1.036650	0.007303
YNL146W	1.054188	0.009943
YNL147W	0.853869	0.037938
YNL153C	0.864187	0.019197
YNL154C	0.981965	0.009155
YNL155W	0.993008	0.016893
YNL156C	1.042816	0.007706
YNL157W	1.085219	0.010015
YNL159C	0.983857	0.010109
YNL160W	NaN	NaN
YNL162W	NaN	NaN
YNL162W-A	NaN	NaN
YNL164C	NaN	NaN
YNL165W	NaN	NaN
YNL166C	NaN	NaN
YNL167C	NaN	NaN
YNL168C	NaN	NaN
YNL169C	NaN	NaN
YNL170W	NaN	NaN
YNL171C	NaN	NaN
YNL173C	NaN	NaN
YNL175C	NaN	NaN
YNL176C	NaN	NaN
YNL177C	NaN	NaN
YNL179C	NaN	NaN
YNL180C	NaN	NaN
YNL183C	NaN	NaN
YNL185C	NaN	NaN
YNL186W	NaN	NaN
YNL187W	NaN	NaN
YNL190W	NaN	NaN
YNL191W	NaN	NaN
YNL192W	NaN	NaN
YNL193W	NaN	NaN
YNL194C	NaN	NaN
YNL195C	NaN	NaN
YNL196C	NaN	NaN
YNL197C	NaN	NaN
YNL198C	NaN	NaN
YNL199C	NaN	NaN
YNL200C	NaN	NaN
YNL201C	NaN	NaN
YNL202W	NaN	NaN
YNL203C	NaN	NaN
YNL204C	NaN	NaN
YNL205C	NaN	NaN
YNL206C	NaN	NaN
YNL208W	NaN	NaN
YNL210W	NaN	NaN
YNL211C	NaN	NaN
YNL212W	NaN	NaN
YNL213C	NaN	NaN
YNL214W	NaN	NaN
YNL215W	NaN	NaN
YNL217W	NaN	NaN
YNL218W	NaN	NaN
YNL219C	NaN	NaN
YNL220W	NaN	NaN
YNL223W	NaN	NaN
YNL224C	NaN	NaN
YNL226W	NaN	NaN
YNL227C	NaN	NaN
YNL228W	NaN	NaN
YNL229C	NaN	NaN
YNL230C	NaN	NaN
YNL231C	NaN	NaN
YNL233W	NaN	NaN
YNL234W	NaN	NaN
YNL235C	NaN	NaN
YNL236W	NaN	NaN
YNL237W	NaN	NaN
YNL238W	NaN	NaN
YNL239W	NaN	NaN
YNL241C	NaN	NaN
YNL242W	NaN	NaN
YNL243W	NaN	NaN
YNL246W	NaN	NaN
YNL248C	NaN	NaN
YNL249C	NaN	NaN
YNL250W	NaN	NaN
YNL252C	NaN	NaN
YNL253W	NaN	NaN
YNL254C	NaN	NaN
YNL255C	NaN	NaN
YNL257C	NaN	NaN
YNL259C	NaN	NaN
YNL264C	NaN	NaN
YNL265C	NaN	NaN
YNL266W	NaN	NaN
YNL268W	NaN	NaN
YNL269W	NaN	NaN
YNL270C	NaN	NaN
YNL271C	NaN	NaN
YNL273W	NaN	NaN
YNL274C	NaN	NaN
YNL275W	NaN	NaN
YNL277W	NaN	NaN
YNL277W-A	NaN	NaN
YNL278W	NaN	NaN
YNL279W	NaN	NaN
YNL280C	NaN	NaN
YNL281W	NaN	NaN
YNL283C	NaN	NaN
YNL284C	NaN	NaN
YNL285W	NaN	NaN
YNL286W	NaN	NaN
YNL288W	NaN	NaN
YNL289W	NaN	NaN
YNL291C	NaN	NaN
YNL292W	NaN	NaN
YNL293W	NaN	NaN
YNL294C	NaN	NaN
YNL295W	NaN	NaN
YNL296W	NaN	NaN
YNL297C	NaN	NaN
YNL298W	NaN	NaN
YNL299W	NaN	NaN
YNL300W	NaN	NaN
YNL301C	NaN	NaN
YNL302C	NaN	NaN
YNL303W	NaN	NaN
YNL304W	NaN	NaN
YNL305C	NaN	NaN
YNL307C	NaN	NaN
YNL309W	NaN	NaN
YNL311C	NaN	NaN
YNL314W	NaN	NaN
YNL315C	NaN	NaN
YNL316C	NaN	NaN
YNL318C	NaN	NaN
YNL319W	NaN	NaN
YNL320W	NaN	NaN
YNL321W	NaN	NaN
YNL322C	NaN	NaN
YNL323W	NaN	NaN
YNL324W	NaN	NaN
YNL325C	NaN	NaN
YNL326C	NaN	NaN
YNL327W	NaN	NaN
YNL328C	NaN	NaN
YNL329C	NaN	NaN
YNL330C	NaN	NaN
YNL331C	NaN	NaN
YNL332W	NaN	NaN
YNL333W	NaN	NaN
YNL334C	NaN	NaN
YNL335W	NaN	NaN
YNL336W	NaN	NaN
YNL338W	NaN	NaN
YNL339C	NaN	NaN
YNR001C	0.997212	0.008999
YNR002C	0.977846	0.010336
YNR004W	0.934772	0.008389
YNR005C	1.019490	0.016864
YNR006W	0.695865	0.016591
YNR007C	1.002261	0.011645
YNR008W	1.030543	0.006604
YNR009W	0.986017	0.005964
YNR010W	0.728522	0.033899
YNR012W	1.018041	0.005514
YNR013C	1.050850	0.008053
YNR014W	1.016415	0.006359
YNR015W	1.002870	0.007433
YNR018W	1.001405	0.014425
YNR019W	1.016566	0.009608
YNR020C	0.759904	0.022394
YNR021W	1.021074	0.007286
YNR022C	1.001524	0.007929
YNR023W	0.613367	0.029209
YNR024W	1.039716	0.011801
YNR025C	0.987770	0.015765
YNR027W	1.018603	0.008325
YNR028W	1.010355	0.004436
YNR029C	0.939111	0.008903
YNR030W	1.058320	0.006620
YNR031C	1.051156	0.007885
YNR032C-A	1.010397	0.009570
YNR032W	0.932279	0.011955
YNR033W	0.999091	0.011254
YNR034W	0.998875	0.017829
YNR034W-A	0.992122	0.005151
YNR036C	0.573149	0.041350
YNR037C	0.572206	0.022410
YNR039C	1.012134	0.009813
YNR040W	1.013223	0.006125
YNR041C	0.809197	0.022272
YNR042W	1.010475	0.011849
YNR044W	1.021298	0.011244
YNR045W	NaN	NaN
YNR047W	1.005193	0.009490
YNR048W	1.077727	0.015587
YNR049C	1.006228	0.009290
YNR050C	0.308880	0.018147
YNR051C	0.856978	0.018111
YNR052C	0.914216	0.009645
YNR055C	1.016592	0.010868
YNR056C	NaN	NaN
YNR057C	1.019060	0.005699
YNR058W	1.031981	0.005189
YNR059W	1.017296	0.009710
YNR060W	1.042591	0.007685
YNR061C	0.999784	0.006457
YNR062C	1.039654	0.007130
YNR063W	1.013812	0.007743
YNR064C	1.041626	0.007224
YNR065C	1.014063	0.011651
YNR066C	0.993716	0.013985
YNR067C	1.033801	0.010361
YNR068C	1.069967	0.013330
YNR069C	0.987488	0.009670
YNR070W	0.980550	0.012568
YNR071C	1.002697	0.006388
YNR072W	1.009403	0.011139
YNR073C	1.010262	0.008705
YNR074C	0.995823	0.006895
YNR075C-A	0.985053	0.008227
YNR075W	0.999801	0.007307
YNR076W	1.038823	0.008925
YOL001W	0.705786	0.015193
YOL002C	1.033189	0.008614
YOL003C	1.006733	0.005576
YOL004W	0.667251	0.023653
YOL006C	0.862353	0.013352
YOL007C	1.050915	0.005813
YOL008W	0.841839	0.016605
YOL009C	0.511584	0.024035
YOL011W	1.007306	0.006830
YOL012C	0.630705	0.015263
YOL013C	1.067331	0.007644
YOL013W-A	1.008777	0.014201
YOL014W	1.041090	0.009782
YOL015W	1.076187	0.015995
YOL016C	1.062970	0.007486
YOL017W	1.017739	0.005604
YOL018C	0.826449	0.010802
YOL019W	1.044768	0.007822
YOL019W-A	0.992904	0.012699
YOL020W	1.010458	0.008260
YOL023W	0.746893	0.027424
YOL024W	1.014611	0.009006
YOL025W	0.994671	0.009387
YOL027C	0.889453	0.013590
YOL028C	1.041428	0.011421
YOL029C	1.025979	0.010712
YOL030W	1.030861	0.007888
YOL031C	1.063819	0.010729
YOL032W	1.036628	0.006834
YOL033W	0.223957	0.036525
YOL035C	0.945774	0.019445
YOL036W	1.000115	0.010281
YOL037C	0.998790	0.012405
YOL038C-A	1.027456	0.008165
YOL039W	0.977447	0.008619
YOL041C	0.667348	0.024112
YOL042W	1.052974	0.010070
YOL043C	1.023673	0.006911
YOL044W	0.891620	0.008931
YOL045W	1.017480	0.006490
YOL046C	0.966522	0.015222
YOL047C	1.000525	0.008452
YOL048C	1.033787	0.014250
YOL049W	0.925199	0.005973
YOL050C	0.875758	0.018733
YOL051W	0.330795	0.014090
YOL052C	0.784059	0.010273
YOL052C-A	1.045330	0.008343
YOL053C-A	1.040782	0.016165
YOL053W	1.038160	0.008245
YOL054W	1.002291	0.008848
YOL055C	1.012837	0.006451
YOL056W	0.999361	0.008004
YOL057W	0.994150	0.009103
YOL058W	NaN	NaN
YOL059W	1.044113	0.008296
YOL060C	1.038408	0.012403
YOL061W	1.000943	0.006357
YOL062C	1.013578	0.006745
YOL063C	1.011032	0.007274
YOL064C	0.866595	0.017068
YOL065C	1.043259	0.007724
YOL067C	0.729366	0.018220
YOL068C	1.003836	0.007907
YOL070C	1.006802	0.008659
YOL071W	0.959781	0.013516
YOL072W	0.591080	0.024379
YOL073C	1.008406	0.008038
YOL075C	1.053202	0.013791
YOL076W	0.525643	0.025075
YOL077W-A	1.109035	0.006755
YOL079W	0.977382	0.016563
YOL080C	0.989791	0.010120
YOL081W	0.890462	0.016225
YOL082W	1.033642	0.007442
YOL083W	1.046111	0.006724
YOL084W	1.025062	0.009101
YOL085C	1.071711	0.013231
YOL086C	0.962006	0.007658
YOL086W-A	1.059504	0.006401
YOL087C	0.943216	0.010227
YOL088C	0.990683	0.008727
YOL089C	0.984097	0.007826
YOL090W	0.934493	0.009678
YOL091W	1.032015	0.008787
YOL092W	1.046876	0.007059
YOL093W	1.002168	0.008973
YOL095C	0.724173	0.038947
YOL096C	0.825963	0.040515
YOL097W-A	NaN	NaN
YOL098C	1.021428	0.007977
YOL099C	1.052309	0.012566
YOL100W	1.023370	0.011070
YOL101C	1.028745	0.005120
YOL103W	1.018204	0.010241
YOL104C	1.038018	0.010386
YOL105C	1.002468	0.011068
YOL106W	1.023558	0.013309
YOL107W	1.043480	0.007265
YOL108C	0.542181	0.039614
YOL109W	1.038651	0.009474
YOL110W	0.946814	0.007474
YOL111C	1.021970	0.011613
YOL112W	1.022024	0.026540
YOL113W	1.014514	0.005266
YOL114C	1.022556	0.007116
YOL115W	NaN	NaN
YOL116W	1.014737	0.012817
YOL117W	1.001146	0.011876
YOL118C	1.049911	0.009789
YOL119C	0.995658	0.009230
YOL121C	0.710644	0.024869
YOL122C	0.991152	0.008256
YOL124C	1.030177	0.010346
YOL125W	1.029453	0.008409
YOL126C	1.014448	0.006907
YOL128C	1.013118	0.006689
YOL129W	0.987975	0.008488
YOL131W	1.030545	0.007091
YOL132W	1.046761	0.008802
YOL136C	1.009796	0.006422
YOL137W	1.019375	0.008810
YOL138C	NaN	NaN
YOL140W	0.339226	0.015273
YOL141W	1.015316	0.013183
YOL143C	0.062585	0.005007
YOL145C	0.350578	0.015353
YOL147C	1.025634	0.005555
YOL150C	1.038592	0.009750
YOL151W	0.995151	0.007501
YOL152W	1.019564	0.007270
YOL153C	1.012603	0.008124
YOL154W	1.042069	0.008196
YOL155C	1.045660	0.011056
YOL155W-A	1.057307	0.008571
YOL156W	1.039439	0.008429
YOL157C	1.089891	0.010095
YOL158C	0.976836	0.008883
YOL159C	1.001564	0.007195
YOL159C-A	0.994398	0.008801
YOL160W	1.006366	0.016497
YOL161C	0.995704	0.011529
YOL162W	1.023320	0.006075
YOL163W	0.997322	0.009435
YOL164W	NaN	NaN
YOL164W-A	1.036755	0.011662
YOL165C	1.111918	0.010637
YOL166W-A	1.034962	0.012170
YOR001W	0.470636	0.017690
YOR002W	1.002286	0.009362
YOR003W	1.039889	0.011793
YOR005C	0.996796	0.008963
YOR006C	0.962221	0.009378
YOR007C	1.000156	0.010209
YOR008C	0.487761	0.046054
YOR008C-A	0.999777	0.016687
YOR009W	1.022214	0.007894
YOR010C	1.074453	0.012114
YOR011W	1.052616	0.011297
YOR011W-A	0.993701	0.009044
YOR012W	1.017279	0.008822
YOR013W	1.033904	0.017404
YOR014W	0.780119	0.026835
YOR015W	1.024153	0.011942
YOR016C	1.056697	0.007652
YOR017W	0.985546	0.010832
YOR018W	1.031931	0.009416
YOR019W	1.047026	0.010162
YOR020W-A	1.025028	0.010886
YOR021C	1.005897	0.008547
YOR022C	0.984496	0.006620
YOR023C	1.062645	0.007800
YOR024W	0.986142	0.010781
YOR025W	0.952583	0.014954
YOR026W	0.664203	0.026426
YOR027W	1.036014	0.009179
YOR028C	1.088968	0.011689
YOR029W	1.029762	0.009498
YOR030W	0.818941	0.012870
YOR031W	1.004606	0.008154
YOR032C	1.017237	0.009043
YOR032W-A	NaN	NaN
YOR033C	1.049170	0.009208
YOR034C	1.029232	0.014404
YOR034C-A	1.035528	0.009915
YOR035C	0.775235	0.019137
YOR036W	0.313910	0.026948
YOR037W	0.908142	0.010292
YOR038C	0.972084	0.015860
YOR039W	0.851565	0.013576
YOR040W	1.029197	0.010785
YOR041C	0.988982	0.021196
YOR042W	1.022210	0.007308
YOR043W	0.934336	0.022815
YOR044W	1.035894	0.006231
YOR045W	1.030622	0.008463
YOR047C	1.060765	0.007036
YOR049C	1.001479	0.005559
YOR050C	0.999880	0.015943
YOR051C	0.965502	0.007973
YOR052C	1.040210	0.007795
YOR053W	0.974790	0.015255
YOR054C	0.950495	0.013486
YOR055W	0.996253	0.012039
YOR058C	0.982450	0.014050
YOR059C	1.017277	0.006836
YOR061W	0.984972	0.007518
YOR062C	0.998072	0.008816
YOR064C	1.041879	0.010493
YOR065W	0.664526	0.043043
YOR066W	0.997328	0.007274
YOR067C	1.000228	0.017284
YOR068C	0.674327	0.018871
YOR069W	0.668960	0.022348
YOR070C	0.876691	0.010318
YOR071C	1.025400	0.006836
YOR072W	0.994931	0.028125
YOR072W-B	0.949705	0.006349
YOR076C	0.964450	0.008330
YOR078W	0.423131	0.049434
YOR079C	1.018879	0.006419
YOR080W	0.577648	0.022162
YOR081C	1.042523	0.006809
YOR082C	0.932010	0.015969
YOR083W	0.889257	0.018395
YOR084W	1.054949	0.006948
YOR085W	0.901275	0.012088
YOR086C	0.971368	0.011541
YOR087W	0.969284	0.013655
YOR088W	0.984029	0.016708
YOR089C	0.832909	0.014922
YOR090C	1.045119	0.008404
YOR091W	1.015929	0.008180
YOR092W	1.027901	0.007205
YOR093C	1.021953	0.007298
YOR094W	1.056910	0.007544
YOR096W	0.363912	0.018146
YOR097C	1.061427	0.011457
YOR099W	0.998981	0.006677
YOR100C	1.005768	0.005913
YOR101W	1.028461	0.009308
YOR104W	1.025145	0.007647
YOR105W	1.010090	0.013271
YOR106W	0.631373	0.016837
YOR107W	1.032774	0.011687
YOR108W	1.005956	0.007499
YOR109W	0.956635	0.010946
YOR111W	1.025630	0.011825
YOR112W	1.041786	0.010780
YOR113W	0.976912	0.013655
YOR114W	0.995680	0.013593
YOR115C	0.996838	0.008324
