ORF	SMF	SDV
YOR118W	1.001092	0.011530
YOR120W	1.035252	0.008363
YOR121C	0.996323	0.014875
YOR123C	0.925218	0.018812
YOR124C	0.923963	0.027976
YOR125C	0.719025	0.033758
YOR126C	1.015462	0.008715
YOR127W	0.998489	0.009895
YOR128C	1.035900	0.009100
YOR129C	1.029976	0.010225
YOR130C	0.090753	0.007629
YOR131C	1.060980	0.020790
YOR132W	0.684090	0.020309
YOR133W	1.029997	0.008936
YOR134W	0.999216	0.009629
YOR135C	0.794346	0.038071
YOR136W	0.805481	0.014350
YOR137C	1.039941	0.015156
YOR138C	1.025023	0.014792
YOR139C	0.881305	0.026999
YOR140W	0.829416	0.030883
YOR141C	NaN	NaN
YOR142W	1.037277	0.007999
YOR144C	0.984274	0.011614
YOR147W	0.970705	0.013634
YOR150W	0.461969	0.079161
YOR152C	0.985916	0.014385
YOR153W	1.011934	0.012821
YOR154W	1.014141	0.006750
YOR155C	1.063246	0.009793
YOR156C	1.049429	0.007644
YOR158W	NaN	NaN
YOR161C	1.007476	0.010742
YOR161C-C	NaN	NaN
YOR162C	1.006110	0.008580
YOR163W	1.020680	0.008788
YOR164C	1.010162	0.010544
YOR165W	0.992287	0.008785
YOR166C	1.039622	0.013689
YOR167C	1.011823	0.012594
YOR170W	1.015269	0.012498
YOR171C	0.984487	0.009909
YOR172W	1.017943	0.011773
YOR173W	1.022159	0.009775
YOR175C	0.995384	0.009118
YOR177C	1.016249	0.011451
YOR178C	0.978242	0.009690
YOR179C	0.965010	0.017630
YOR180C	1.018903	0.010674
YOR182C	0.692848	0.029139
YOR183W	0.731565	0.025965
YOR184W	0.912603	0.009935
YOR185C	1.037535	0.014200
YOR186W	1.025811	0.008886
YOR187W	0.419445	0.050748
YOR188W	0.988066	0.013698
YOR189W	0.969204	0.016794
YOR190W	1.040985	0.012694
YOR191W	0.989448	0.011301
YOR192C	1.033884	0.007830
YOR192C-C	NaN	NaN
YOR193W	1.024561	0.008599
YOR195W	1.012408	0.038144
YOR196C	0.750584	0.013010
YOR197W	1.019837	0.014405
YOR198C	NaN	NaN
YOR201C	0.505700	0.088944
YOR202W	1.034299	0.003289
YOR205C	0.494112	0.069834
YOR208W	1.014602	0.008425
YOR209C	1.016449	0.009591
YOR211C	0.550580	0.048945
YOR212W	NaN	NaN
YOR213C	1.056116	0.010573
YOR214C	1.032033	0.009360
YOR215C	1.076236	0.015035
YOR216C	1.012157	0.007401
YOR219C	1.023353	0.006820
YOR220W	0.936397	0.022233
YOR221C	0.733007	0.016311
YOR222W	1.032158	0.011888
YOR223W	1.004963	0.014587
YOR225W	0.971050	0.013810
YOR226C	1.038652	0.006374
YOR227W	1.017607	0.012325
YOR228C	1.007897	0.011105
YOR229W	1.031320	0.013852
YOR230W	1.027201	0.010803
YOR231W	0.998877	0.015326
YOR233W	0.926633	0.017537
YOR234C	NaN	NaN
YOR235W	0.724895	0.030588
YOR237W	1.034313	0.008222
YOR238W	1.001152	0.011520
YOR239W	1.032564	0.008206
YOR240W	0.987960	0.016749
YOR241W	0.267938	0.021243
YOR242C	1.006841	0.011832
YOR243C	0.972114	0.008072
YOR245C	1.007173	0.009680
YOR246C	0.984371	0.012482
YOR247W	1.073243	0.012970
YOR248W	0.990068	0.016653
YOR251C	1.009429	0.006674
YOR252W	1.034598	0.015586
YOR253W	0.974324	0.018835
YOR255W	1.003585	0.017125
YOR258W	NaN	NaN
YOR263C	1.007576	0.012060
YOR264W	1.052550	0.012726
YOR265W	0.984071	0.008959
YOR266W	0.984172	0.012361
YOR267C	1.015500	0.008987
YOR268C	0.974465	0.018275
YOR269W	0.936837	0.051226
YOR270C	0.592044	0.021204
YOR271C	1.024179	0.017982
YOR273C	0.990311	0.017686
YOR274W	1.024691	0.012086
YOR275C	0.826626	0.021310
YOR276W	0.977726	0.009499
YOR277C	0.953572	0.009490
YOR279C	0.989897	0.010068
YOR280C	1.026316	0.007835
YOR283W	0.985457	0.012691
YOR284W	0.987691	0.011830
YOR285W	1.014745	0.011143
YOR286W	1.056580	0.014155
YOR288C	1.027570	0.009364
YOR289W	1.015910	0.007026
YOR290C	NaN	NaN
YOR291W	1.029236	0.009105
YOR292C	1.003029	0.009516
YOR293C-A	NaN	NaN
YOR293W	0.477657	0.046452
YOR295W	NaN	NaN
YOR296W	0.981558	0.010104
YOR297C	NaN	NaN
YOR298C-A	0.957644	0.011347
YOR298W	0.989366	0.016419
YOR299W	0.966191	0.009126
YOR300W	1.057571	0.011928
YOR301W	1.043449	0.012665
YOR302W	NaN	NaN
YOR303W	NaN	NaN
YOR304C-A	0.987502	0.018387
YOR304W	0.969302	0.012129
YOR305W	NaN	NaN
YOR306C	1.002588	0.010268
YOR307C	1.036087	0.010927
YOR308C	0.971394	0.013998
YOR309C	0.743325	0.028673
YOR311C	0.947151	0.014118
YOR312C	NaN	NaN
YOR313C	0.993455	0.015930
YOR314W	0.985122	0.018841
YOR315W	0.958993	0.013238
YOR316C	1.025916	0.011113
YOR316C-A	NaN	NaN
YOR317W	1.043695	0.010683
YOR318C	1.077574	0.011198
YOR320C	1.044109	0.011945
YOR321W	1.060724	0.009735
YOR322C	0.932431	0.022769
YOR323C	0.094485	0.053892
YOR324C	1.035416	0.009339
YOR325W	0.984951	0.012271
YOR327C	0.993157	0.011938
YOR328W	1.021995	0.006337
YOR330C	0.481022	0.089743
YOR332W	0.387327	0.020591
YOR333C	1.006028	0.018617
YOR334W	0.991839	0.010993
YOR337W	0.971950	0.006305
YOR338W	1.006419	0.009231
YOR339C	1.015147	0.004977
YOR342C	1.007617	0.007411
YOR343C	1.015068	0.012097
YOR344C	0.986862	0.007219
YOR345C	1.042372	0.010545
YOR346W	1.016045	0.006105
YOR347C	1.050864	0.006925
YOR348C	0.982123	0.005628
YOR349W	1.052920	0.009397
YOR350C	0.742611	0.025413
YOR351C	0.985154	0.008598
YOR352W	1.009663	0.006050
YOR354C	0.929915	0.010591
YOR355W	0.905214	0.011230
YOR356W	1.038350	0.007337
YOR357C	0.982932	0.007547
YOR358W	0.780883	0.027126
YOR359W	0.897996	0.012154
YOR360C	1.061958	0.008608
YOR363C	1.020499	0.006810
YOR364W	0.990128	0.015334
YOR365C	1.008094	0.007030
YOR366W	1.045226	0.011736
YOR367W	1.007127	0.006558
YOR368W	0.997683	0.007753
YOR369C	1.011441	0.015443
YOR371C	1.058083	0.008166
YOR374W	0.989494	0.010459
YOR375C	1.021886	0.008614
YOR376W	1.010125	0.008251
YOR376W-A	0.937203	0.011610
YOR377W	1.033649	0.007604
YOR378W	1.022173	0.010017
YOR379C	1.050206	0.018472
YOR380W	1.075161	0.011252
YOR381W	1.027118	0.005908
YOR381W-A	0.998799	0.007899
YOR382W	1.021594	0.009581
YOR383C	1.046326	0.005504
YOR384W	1.014314	0.008263
YOR385W	1.045802	0.008300
YOR386W	1.078409	0.012449
YOR387C	NaN	NaN
YOR388C	1.015655	0.007338
YOR389W	0.999809	0.009437
YOR390W	0.996906	0.006894
YOR391C	1.011518	0.007599
YOR393W	1.021307	0.005790
YOR394C-A	1.033375	0.006497
YOR394W	1.052567	0.008260
YOR396W	1.031795	0.007480
YPL001W	0.990319	0.006918
YPL002C	0.240269	0.028439
YPL003W	0.996730	0.006532
YPL004C	1.053975	0.008807
YPL005W	0.638073	0.032408
YPL006W	0.995744	0.008198
YPL008W	0.983204	0.013621
YPL009C	1.020741	0.008735
YPL013C	0.482626	0.089445
YPL014W	1.048870	0.009416
YPL015C	1.025151	0.008004
YPL017C	1.001733	0.006302
YPL018W	1.022548	0.009763
YPL019C	1.075796	0.009010
YPL021W	1.046221	0.005642
YPL022W	0.954275	0.014463
YPL023C	0.972778	0.006124
YPL024W	NaN	NaN
YPL025C	0.981262	0.018832
YPL026C	0.968154	0.008567
YPL027W	1.066936	0.008359
YPL029W	0.582286	0.039565
YPL030W	1.009971	0.010513
YPL031C	0.409385	0.025264
YPL032C	1.041799	0.007416
YPL033C	0.988167	0.010771
YPL034W	1.049788	0.009402
YPL035C	1.042891	0.013867
YPL036W	0.872272	0.020182
YPL037C	0.919472	0.009994
YPL038W	1.003173	0.007190
YPL038W-A	1.048153	0.010497
YPL039W	1.031481	0.006389
YPL040C	0.343912	0.028005
YPL041C	1.009232	0.009829
YPL042C	0.382373	0.014486
YPL045W	0.164342	0.019406
YPL046C	1.094562	0.007432
YPL047W	0.857986	0.021851
YPL048W	0.998363	0.014389
YPL049C	0.668013	0.014086
YPL050C	0.202655	0.021316
YPL051W	0.992216	0.009850
YPL052W	1.016156	0.004329
YPL053C	1.033250	0.007584
YPL054W	1.001820	0.008260
YPL055C	0.798009	0.039747
YPL056C	1.008436	0.006906
YPL057C	0.888496	0.010643
YPL058C	1.093440	0.012297
YPL059W	0.122990	0.013414
YPL060C-A	1.011711	0.003990
YPL060W	1.050753	0.009735
YPL061W	0.965004	0.005577
YPL062W	0.952302	0.015631
YPL064C	0.985120	0.010216
YPL065W	0.347963	0.024793
YPL066W	0.977072	0.012056
YPL067C	1.067599	0.013261
YPL068C	1.001385	0.007048
YPL069C	0.680585	0.015218
YPL070W	1.016472	0.009603
YPL071C	1.026638	0.007024
YPL072W	1.012177	0.004961
YPL073C	1.017127	0.010017
YPL074W	1.067249	0.007474
YPL077C	0.970726	0.008228
YPL078C	0.559857	0.063467
YPL079W	0.765031	0.010721
YPL080C	0.749638	0.021433
YPL081W	1.004493	0.010130
YPL084W	0.283069	0.027881
YPL086C	0.766104	0.013210
YPL087W	1.027104	0.008792
YPL088W	1.018307	0.007991
YPL089C	1.031723	0.007175
YPL090C	0.600561	0.030709
YPL091W	1.056368	0.007680
YPL092W	1.033183	0.006616
YPL095C	1.019136	0.009027
YPL096C-A	0.589969	0.019397
YPL096W	1.002708	0.008609
YPL097W	0.348736	0.041527
YPL098C	0.923328	0.012259
YPL099C	0.999405	0.012550
YPL100W	0.938291	0.008713
YPL101W	0.792487	0.012080
YPL102C	0.802796	0.027289
YPL103C	1.017190	0.009704
YPL104W	0.343476	0.042974
YPL105C	1.040740	0.010919
YPL106C	0.544577	0.043149
YPL107W	0.973913	0.008761
YPL108W	1.034202	0.007133
YPL109C	1.015225	0.010163
YPL110C	1.034622	0.009510
YPL111W	1.031267	0.005253
YPL112C	0.972904	0.005657
YPL113C	1.017992	0.007652
YPL114W	1.026373	0.014557
YPL115C	1.001857	0.011123
YPL116W	1.019068	0.008345
YPL118W	0.463258	0.081717
YPL119C	1.046980	0.010186
YPL119C-A	1.023556	0.009358
YPL120W	0.915202	0.013161
YPL121C	1.042703	0.008110
YPL123C	1.047115	0.009178
YPL125W	0.625311	0.020460
YPL127C	1.005831	0.005867
YPL129W	NaN	NaN
YPL130W	1.107125	0.013927
YPL132W	0.780225	0.041139
YPL133C	1.020470	0.013444
YPL134C	1.056546	0.007536
YPL135W	1.013513	0.006856
YPL136W	0.977054	0.012053
YPL137C	1.000739	0.006980
YPL138C	0.992176	0.008136
YPL139C	0.998291	0.007890
YPL140C	1.015522	0.007753
YPL141C	1.061411	0.010012
YPL144W	0.889181	0.009976
YPL145C	1.003127	0.009197
YPL147W	1.040863	0.008809
YPL148C	0.692986	0.019233
YPL149W	1.002475	0.008006
YPL150W	0.982663	0.008271
YPL152W	0.977670	0.018176
YPL152W-A	NaN	NaN
YPL154C	1.010243	0.011320
YPL155C	1.024813	0.008314
YPL156C	1.089919	0.012406
YPL157W	0.751750	0.036462
YPL158C	0.839531	0.014700
YPL159C	0.977754	0.006995
YPL161C	0.824223	0.012625
YPL162C	1.007242	0.009353
YPL163C	1.019988	0.014197
YPL164C	0.996195	0.011501
YPL165C	1.018205	0.006795
YPL166W	0.986681	0.007982
YPL167C	1.022115	0.006703
YPL168W	0.973833	0.011245
YPL170W	1.016868	0.006286
YPL171C	1.050067	0.006605
YPL172C	0.676139	0.029378
YPL173W	0.451971	0.037715
YPL174C	0.754588	0.025839
YPL176C	0.993693	0.007341
YPL177C	0.921936	0.016229
YPL178W	0.471250	0.031949
YPL179W	0.911232	0.010581
YPL180W	0.461969	0.025938
YPL181W	1.100082	0.013855
YPL182C	1.075090	0.013534
YPL183C	0.990309	0.008231
YPL183W-A	0.826856	0.027791
YPL184C	0.849701	0.015781
YPL185W	1.002027	0.014538
YPL186C	1.083517	0.019569
YPL187W	1.023694	0.005933
YPL188W	0.150724	0.013798
YPL189C-A	0.808771	0.037621
YPL189W	1.091528	0.009353
YPL191C	1.040196	0.007951
YPL192C	1.060750	0.008203
YPL193W	NaN	NaN
YPL194W	0.999271	0.010539
YPL195W	1.017334	0.010211
YPL196W	1.025953	0.006565
YPL197C	1.023112	0.012596
YPL198W	1.022241	0.009978
YPL199C	0.998792	0.005852
YPL200W	0.992991	0.010591
YPL201C	1.039328	0.006015
YPL202C	1.025353	0.014179
YPL203W	1.061261	0.008290
YPL205C	0.650651	0.056881
YPL206C	1.069262	0.009907
YPL207W	1.046035	0.011636
YPL208W	1.021141	0.004968
YPL212C	0.982812	0.007108
YPL213W	0.468909	0.030146
YPL214C	1.039776	0.007475
YPL215W	0.699460	0.048185
YPL216W	0.984456	0.009099
YPL219W	1.015153	0.005032
YPL220W	0.999593	0.005025
YPL221W	1.029834	0.007439
YPL222W	1.007748	0.007178
YPL223C	1.063691	0.008129
YPL224C	1.014407	0.008412
YPL225W	0.998949	0.008895
YPL226W	0.619999	0.017713
YPL227C	1.004034	0.007163
YPL229W	1.012429	0.006364
YPL230W	1.009590	0.007013
YPL232W	1.046214	0.007835
YPL234C	0.243538	0.029945
YPL236C	1.009763	0.006915
YPL239W	0.502317	0.028979
YPL240C	1.017894	0.009616
YPL241C	1.004433	0.007674
YPL244C	0.996311	0.009020
YPL245W	1.006233	0.007509
YPL246C	1.058974	0.006613
YPL247C	1.048390	0.013024
YPL248C	1.046124	0.005904
YPL249C	0.980717	0.011695
YPL250C	0.959985	0.013091
YPL253C	1.014303	0.004992
YPL254W	0.282647	0.023138
YPL256C	1.002706	0.009563
YPL257W	0.997027	0.009237
YPL258C	1.019746	0.006974
YPL259C	0.975826	0.006934
YPL260W	0.899350	0.007615
YPL261C	0.793094	0.018811
YPL262W	0.831302	0.014998
YPL263C	0.990936	0.007048
YPL264C	0.991275	0.006730
YPL265W	1.078153	0.010876
YPL267W	1.081944	0.010516
YPL268W	0.611196	0.049295
YPL269W	1.027244	0.005971
YPL270W	0.865268	0.021833
YPL271W	0.178107	0.014056
YPL272C	1.024016	0.007703
YPL273W	1.037156	0.006123
YPL274W	1.050814	0.007266
YPL275W	1.022959	0.009847
YPL276W	1.063595	0.006449
YPL277C	1.043953	0.014668
YPL278C	1.044167	0.009138
YPL279C	NaN	NaN
YPL280W	NaN	NaN
YPL281C	1.070746	0.006789
YPL282C	0.988819	0.013773
YPL283C	1.126311	0.009662
YPR001W	1.051754	0.012975
YPR002W	1.027569	0.008731
YPR003C	1.062215	0.010003
YPR004C	1.020835	0.006490
YPR005C	1.001999	0.006493
YPR006C	1.056620	0.012220
YPR007C	1.008840	0.009725
YPR008W	1.014280	0.009256
YPR009W	1.034537	0.006182
YPR011C	1.023916	0.005894
YPR012W	1.013661	0.012893
YPR013C	1.083978	0.009176
YPR014C	0.966116	0.016395
YPR015C	1.014318	0.006194
YPR017C	1.016559	0.007327
YPR018W	0.885956	0.010801
YPR020W	0.882326	0.007492
YPR021C	1.024069	0.009510
YPR022C	0.998425	0.006133
YPR023C	0.925475	0.013081
YPR024W	0.674938	0.042055
YPR026W	1.018007	0.006050
YPR027C	0.998645	0.009640
YPR028W	1.051532	0.009454
YPR029C	1.009091	0.009789
YPR030W	1.014968	0.007562
YPR031W	1.010659	0.008305
YPR032W	0.815896	0.038377
YPR036W	0.344970	0.023266
YPR036W-A	1.048502	0.012395
YPR037C	1.018496	0.005410
YPR038W	1.020866	0.009615
YPR039W	1.026132	0.010859
YPR040W	1.020739	0.008278
YPR042C	1.003060	0.007663
YPR043W	0.546515	0.031075
YPR044C	0.711599	0.027317
YPR045C	0.938743	0.017814
YPR046W	1.059544	0.008431
YPR047W	0.285759	0.022632
YPR049C	0.920086	0.011959
YPR050C	0.974550	0.013401
YPR051W	0.989100	0.008514
YPR052C	1.032952	0.007277
YPR053C	1.035628	0.011591
YPR054W	0.993703	0.007273
YPR057W	0.871671	0.019579
YPR058W	1.026494	0.005651
YPR059C	1.011458	0.013260
YPR060C	0.904778	0.012084
YPR061C	1.018049	0.011215
YPR062W	1.048423	0.008229
YPR063C	0.991732	0.009916
YPR064W	0.987364	0.017082
YPR065W	1.001244	0.009212
YPR066W	0.841414	0.016572
YPR067W	0.114588	0.053899
YPR068C	1.064935	0.008584
YPR069C	0.719614	0.016605
YPR070W	0.746084	0.018459
YPR071W	1.014283	0.009923
YPR073C	0.992677	0.010146
YPR074C	0.943259	0.012910
YPR075C	1.012682	0.006613
YPR076W	1.003569	0.018009
YPR077C	1.024376	0.010820
YPR078C	1.047557	0.010149
YPR079W	0.984791	0.007653
YPR080W	0.939237	0.010158
YPR081C	0.959937	0.007215
YPR083W	1.038959	0.010913
YPR084W	0.965998	0.008654
YPR089W	1.028626	0.009778
YPR090W	1.019695	0.012721
YPR091C	0.983821	0.007088
YPR092W	0.997091	0.008576
YPR093C	1.003892	0.004820
YPR095C	1.080769	0.010027
YPR096C	0.997034	0.015287
YPR097W	1.022189	0.011304
YPR098C	1.008185	0.010488
YPR100W	0.550703	0.103883
YPR101W	0.562909	0.018725
YPR106W	0.992348	0.008653
YPR108W-A	1.077138	0.012212
YPR109W	0.992950	0.010416
YPR111W	1.010979	0.006622
YPR114W	1.011047	0.008319
YPR115W	1.026356	0.008247
YPR116W	0.471853	0.085842
YPR117W	0.766305	0.039335
YPR118W	0.969416	0.012835
YPR119W	1.008638	0.011198
YPR120C	1.011078	0.007755
YPR121W	1.023971	0.009027
YPR122W	0.974458	0.007661
YPR123C	NaN	NaN
YPR124W	0.602874	0.087271
YPR125W	1.041927	0.009817
YPR126C	0.980862	0.011644
YPR127W	1.000865	0.008979
YPR128C	1.008280	0.008838
YPR129W	1.064340	0.012365
YPR130C	0.985755	0.010943
YPR131C	0.763970	0.030002
YPR132W	0.425952	0.021578
YPR133W-A	0.970921	0.012487
YPR134W	0.822586	0.032524
YPR135W	0.805304	0.014194
YPR138C	1.000936	0.007530
YPR139C	NaN	NaN
YPR140W	1.040136	0.007381
YPR141C	0.676777	0.022860
YPR145W	1.010795	0.008332
YPR146C	1.031508	0.008747
YPR147C	1.043412	0.006814
YPR148C	1.065710	0.009595
YPR149W	1.022424	0.008306
YPR150W	1.007775	0.018385
YPR151C	1.019771	0.011347
YPR152C	1.012314	0.005844
YPR153W	1.003428	0.010244
YPR154W	1.058086	0.014323
YPR155C	0.974065	0.010598
YPR156C	1.035659	0.007187
YPR157W	1.031797	0.011891
YPR158W	1.016586	0.008158
YPR159C-A	1.001324	0.009726
YPR160W	1.038672	0.011106
YPR163C	NaN	NaN
YPR164W	0.926810	0.009922
YPR166C	0.429235	0.081025
YPR167C	0.980236	0.007459
YPR170C	0.986241	0.017132
YPR171W	1.025079	0.010629
YPR172W	1.019382	0.006542
YPR173C	0.613638	0.011490
YPR174C	1.099844	0.009579
YPR179C	0.812857	0.025042
YPR184W	1.003762	0.007860
YPR185W	0.945248	0.007259
YPR188C	1.013311	0.006984
YPR189W	0.922994	0.012829
YPR191W	0.728491	0.059513
YPR192W	1.017065	0.006942
YPR193C	1.019123	0.011118
YPR194C	1.040742	0.008946
YPR195C	1.054224	0.011044
YPR196W	1.000899	0.009083
YPR197C	1.039239	0.013159
YPR198W	1.050087	0.011131
YPR199C	1.018393	0.005731
YPR200C	1.032868	0.008395
YPR201W	1.039722	0.009550
YPR202W	1.057823	0.011236
YPR204W	NaN	NaN
undefined	NaN	NaN
YAL001C_damp	0.988331	0.005208
YAL009W_damp	0.971277	0.003924
YAL012W_damp	0.870679	0.011072
YAL016W_damp	0.991094	0.007173
YAL021C_damp	0.988127	0.008207
YAL025C_damp	0.998959	0.012082
YAL032C_damp	0.981628	0.015435
YAL034W-A_damp	1.027425	0.010682
YAL035W_damp	NaN	NaN
YAL039C_damp	0.976106	0.011975
YAL041W_damp	0.930620	0.007823
YAL043C_damp	1.021151	0.008919
YAL044C_damp	0.971427	0.005489
YAR019C_damp	0.559101	0.019684
YBL002W_damp	0.942111	0.014746
YBL004W_damp	0.963500	0.007396
YBL006C_damp	0.893978	0.014732
YBL012C_damp	0.974458	0.009494
YBL014C_damp	0.966989	0.009398
YBL018C_damp	0.798810	0.016177
YBL020W_damp	NaN	NaN
YBL022C_damp	0.954846	0.009220
YBL023C_damp	0.977732	0.008386
YBL025W_damp	1.054792	0.010069
YBL026W_damp	NaN	NaN
YBL030C_damp	0.628496	0.015378
YBL035C_damp	0.976087	0.005559
YBL038W_damp	0.901548	0.009074
YBL040C_damp	0.629381	0.017717
YBL041W_damp	0.881237	0.008669
YBL044W_damp	1.084870	0.008951
YBL045C_damp	0.969497	0.007390
YBL050W_damp	0.962355	0.006170
YBL058W_damp	1.039384	0.017788
YBL073W_damp	0.977951	0.008698
YBL074C_damp	1.020385	0.006906
YBL076C_damp	0.978082	0.008793
YBL077W_damp	0.670015	0.012892
YBL080C_damp	1.008943	0.026505
YBL084C_damp	0.998922	0.008437
YBL090W_damp	0.819533	0.018808
YBL092W_damp	NaN	NaN
YBL093C_damp	1.004756	0.006203
YBL097W_damp	0.981527	0.007547
YBL099W_damp	0.976842	0.008110
YBL105C_damp	0.999441	0.004769
YBR002C_damp	0.980418	0.009039
YBR003W_damp	0.997939	0.008336
YBR004C_damp	0.898667	0.016633
YBR021W_damp	0.970598	0.008817
YBR029C_damp	0.885583	0.010474
YBR035C_damp	NaN	NaN
YBR036C_damp	0.954074	0.006737
YBR037C_damp	0.917526	0.009408
YBR038W_damp	0.984157	0.013845
YBR049C_damp	0.996481	0.004990
YBR055C_damp	0.960079	0.007497
YBR070C_damp	0.898119	0.011103
YBR079C_damp	1.046375	0.005970
YBR081C_damp	0.984114	0.005988
YBR087W_damp	0.967540	0.004292
YBR088C_damp	0.907923	0.015110
YBR089W_damp	0.615030	0.016424
YBR097W_damp	0.985400	0.010066
YBR102C_damp	NaN	NaN
YBR109C_damp	0.630475	0.012291
YBR110W_damp	0.999596	0.011020
YBR112C_damp	0.926974	0.009071
YBR120C_damp	0.954309	0.006605
YBR121C_damp	0.981004	0.005248
YBR123C_damp	0.988068	0.016989
YBR127C_damp	0.917946	0.008056
YBR133C_damp	0.996264	0.006834
YBR135W_damp	0.803264	0.009701
YBR136W_damp	0.976945	0.006777
YBR140C_damp	1.086632	0.010146
YBR142W_damp	1.006452	0.008040
YBR143C_damp	0.940416	0.008798
YBR152W_damp	1.014383	0.014585
YBR153W_damp	NaN	NaN
YBR154C_damp	0.751694	0.012828
YBR155W_damp	0.998178	0.008761
YBR160W_damp	1.000511	0.009829
YBR163W_damp	1.005435	0.009251
YBR167C_damp	0.772813	0.006320
YBR173C_damp	0.648332	0.008026
YBR179C_damp	0.982708	0.008998
YBR190W_damp	NaN	NaN
YBR191W_damp	0.598365	0.018288
YBR192W_damp	0.974110	0.008749
YBR193C_damp	0.848775	0.017066
YBR196C_damp	0.997508	0.012111
YBR198C_damp	0.962392	0.010232
YBR202W_damp	0.988970	0.008686
YBR211C_damp	0.978275	0.011888
YBR234C_damp	0.628342	0.016093
YBR236C_damp	0.995243	0.006750
YBR237W_damp	1.073893	0.012028
YBR243C_damp	0.617520	0.012778
YBR247C_damp	0.910951	0.004499
YBR252W_damp	0.813933	0.005856
YBR253W_damp	0.646832	0.008814
YBR256C_damp	1.016860	0.006586
YBR257W_damp	0.978936	0.013216
YBR265W_damp	1.063448	0.013229
YBR282W_damp	0.806178	0.017872
YBR289W_damp	NaN	NaN
YCL004W_damp	NaN	NaN
YCL005W_damp	NaN	NaN
YCL007C_damp	NaN	NaN
YCL008C_damp	NaN	NaN
YCL017C_damp	NaN	NaN
YCL031C_damp	NaN	NaN
YCL043C_damp	NaN	NaN
YCL052C_damp	NaN	NaN
YCL054W_damp	NaN	NaN
YCL058C_damp	NaN	NaN
YCL059C_damp	NaN	NaN
YCR003W_damp	NaN	NaN
YCR004C_damp	NaN	NaN
YCR012W_damp	NaN	NaN
YCR013C_damp	NaN	NaN
YCR020W-B_damp	NaN	NaN
YCR024C_damp	NaN	NaN
YCR028C_damp	NaN	NaN
YCR035C_damp	NaN	NaN
YCR046C_damp	NaN	NaN
YCR047C_damp	NaN	NaN
YCR052W_damp	NaN	NaN
YCR054C_damp	NaN	NaN
YCR057C_damp	NaN	NaN
YCR063W_damp	NaN	NaN
YCR066W_damp	NaN	NaN
YCR072C_damp	NaN	NaN
YCR081W_damp	NaN	NaN
YCR084C_damp	NaN	NaN
YCR093W_damp	NaN	NaN
YCR094W_damp	NaN	NaN
YDL003W_damp	NaN	NaN
YDL004W_damp	0.635553	0.021559
YDL006W_damp	0.954044	0.007274
YDL007W_damp	0.908984	0.012551
YDL008W_damp	1.021321	0.011750
YDL009C_damp	0.964919	0.006186
YDL015C_damp	NaN	NaN
YDL021W_damp	0.989969	0.005695
YDL028C_damp	0.962842	0.004905
YDL030W_damp	1.073385	0.017985
YDL031W_damp	0.987993	0.010869
YDL032W_damp	0.973012	0.009692
YDL043C_damp	NaN	NaN
YDL044C_damp	0.987909	0.006943
YDL045C_damp	0.975924	0.004958
YDL045W-A_damp	0.671891	0.041474
YDL049C_damp	0.965377	0.007639
YDL055C_damp	0.972845	0.009361
YDL057W_damp	0.998978	0.010135
YDL058W_damp	0.998298	0.006450
YDL060W_damp	0.997499	0.011298
YDL063C_damp	0.925915	0.010386
YDL064W_damp	0.935187	0.009808
YDL067C_damp	0.717962	0.025347
YDL068W_damp	0.919229	0.005117
YDL069C_damp	0.966075	0.005099
YDL072C_damp	NaN	NaN
YDL073W_damp	NaN	NaN
YDL087C_damp	0.972208	0.005724
YDL092W_damp	0.294622	0.021541
YDL097C_damp	0.894973	0.006186
YDL098C_damp	0.992770	0.008080
YDL102W_damp	0.919594	0.014715
YDL103C_damp	0.966989	0.011010
YDL105W_damp	NaN	NaN
YDL108W_damp	0.980422	0.007098
YDL111C_damp	0.647249	0.004458
YDL116W_damp	1.011371	0.011515
YDL120W_damp	0.597349	0.027095
YDL126C_damp	0.968859	0.010527
YDL132W_damp	NaN	NaN
YDL139C_damp	1.047644	0.009809
YDL140C_damp	0.997238	0.028029
YDL141W_damp	1.016158	0.006424
YDL143W_damp	NaN	NaN
YDL147W_damp	0.906189	0.012376
YDL148C_damp	0.982204	0.003649
YDL150W_damp	0.960308	0.012312
YDL151C_damp	0.415484	0.014309
YDL152W_damp	NaN	NaN
YDL153C_damp	0.969639	0.004271
YDL163W_damp	0.818875	0.010378
YDL164C_damp	0.987314	0.014770
YDL165W_damp	0.993007	0.012352
YDL166C_damp	NaN	NaN
YDL193W_damp	0.998209	0.009673
YDL195W_damp	0.959875	0.006908
YDL196W_damp	0.693127	0.009655
YDL198C_damp	0.723418	0.013551
YDL205C_damp	0.950371	0.011406
YDL207W_damp	0.970787	0.008357
YDL208W_damp	NaN	NaN
YDL209C_damp	1.017404	0.009750
YDL212W_damp	0.777203	0.012712
YDL217C_damp	0.970861	0.011646
YDL220C_damp	0.992404	0.009094
YDL221W_damp	NaN	NaN
YDL225W_damp	0.995570	0.012504
YDL227C_damp	1.000102	0.002020
YDR002W_damp	0.436411	0.014321
YDR017C_damp	0.933238	0.007198
YDR021W_damp	0.978876	0.009546
YDR037W_damp	0.929524	0.008935
YDR041W_damp	0.756898	0.023632
YDR044W_damp	NaN	NaN
YDR045C_damp	0.454237	0.018955
YDR047W_damp	0.991747	0.006819
YDR052C_damp	0.573316	0.021297
YDR054C_damp	0.965616	0.006169
